case_status,location,date,text
Opened,"56 Queensberry St, 56 G1",2016-03-04 14:59:55,"Opened Litter report via android at 56 Queensberry St, 56 G1 https://t.co/popouHqw6K. Bookcase on sidewalk."
Opened,368 W 4th St https://t.co/0idbq4AW3S. Broken mirror and trash been here 2 weeks.,2016-03-04 14:57:34,Opened Litter report via iphone at 368 W 4th St https://t.co/0idbq4AW3S. Broken mirror and trash been here 2 weeks. https://t.co/5H2kEeggmS
Opened,Intersection Of Appleton St &amp; Dartmouth St https://t.co/mcsngl666m.,2016-03-04 14:15:03,Opened Illegal Parking report via iphone at Intersection Of Appleton St &amp; Dartmouth St https://t.co/mcsngl666m. https://t.co/Sc0Iqh9zU8
Opened,Intersection Of Beacon St &amp; School St https://t.co/ZwYjSLqHfI.,2016-03-04 14:13:24,Opened Traffic Signal report via android at Intersection Of Beacon St &amp; School St https://t.co/ZwYjSLqHfI. https://t.co/uJyzEVoF2a
Closed,"400 Fenway, 1 https://t.co/pHVbPi6aEh. Case closed. case resolved. area clear.",2016-03-04 14:12:21,"Closed Illegal Parking report at 400 Fenway, 1 https://t.co/pHVbPi6aEh. Case closed. case resolved. area clear. https://t.co/ToiXo9wWKT"
Opened,"515 E Third St, 1, South Boston",2016-03-04 14:11:30,"Opened Litter report via iphone at 515 E Third St, 1, South Boston https://t.co/A9GVT5nAP7. Please clean up litter."
Closed,9 Vancouver St https://t.co/DqDztw98XF. Case closed. case resolved. pothole filled.,2016-03-04 14:00:42,Closed Pothole report at 9 Vancouver St https://t.co/DqDztw98XF. Case closed. case resolved. pothole filled. https://t.co/FElwXUqhq2
Opened,49 Causeway St https://t.co/IGMK5xeEzK.,2016-03-04 13:59:43,Opened Overflowing Trash Can report via iphone at 49 Causeway St https://t.co/IGMK5xeEzK. https://t.co/o7hbMvrraC
Opened,667 669 Boylston St https://t.co/CLBcHdcKeU.,2016-03-04 13:59:36,Opened Illegal Graffiti report via iphone at 667 669 Boylston St https://t.co/CLBcHdcKeU. https://t.co/HmvzvAgrmn
Opened,"511 Columbus Ave, Roxbury https://t.co/SDpGDoZsF5.",2016-03-04 13:59:00,"Opened Illegal Graffiti report via iphone at 511 Columbus Ave, Roxbury https://t.co/SDpGDoZsF5. https://t.co/bMtb0ZVfz8"
Opened,"434 Massachusetts Ave, Roxbury https://t.co/RPKfXLRQVN.",2016-03-04 13:56:15,"Opened Illegal Graffiti report via iphone at 434 Massachusetts Ave, Roxbury https://t.co/RPKfXLRQVN. https://t.co/UVhGT7iYGq"
Opened,"392 400 Massachusetts Ave, Roxbury https://t.co/23DFnQLzKN.",2016-03-04 13:55:25,"Opened Illegal Graffiti report via iphone at 392 400 Massachusetts Ave, Roxbury https://t.co/23DFnQLzKN. https://t.co/UPnf9flrOa"
Opened,"392 400 Massachusetts Ave, Roxbury https://t.co/2aXn9UHPJ7.",2016-03-04 13:54:42,"Opened Illegal Graffiti report via iphone at 392 400 Massachusetts Ave, Roxbury https://t.co/2aXn9UHPJ7. https://t.co/Dl00I6LJNd"
Opened,200 Massachusetts Ave https://t.co/pa4qnvxWYm.,2016-03-04 13:48:10,Opened Illegal Graffiti report via iphone at 200 Massachusetts Ave https://t.co/pa4qnvxWYm. https://t.co/g9suL5iRlP
Closed,"17 Greenough Ln, 1 https://t.co/RLrqwdFOb1. Case closed. case resolved. clean.",2016-03-04 13:47:49,"Closed Litter report at 17 Greenough Ln, 1 https://t.co/RLrqwdFOb1. Case closed. case resolved. clean. https://t.co/na5OqKzWw6"
Opened,190 Massachusetts Ave https://t.co/NQ6iHjctkr.,2016-03-04 13:47:20,Opened Illegal Graffiti report via iphone at 190 Massachusetts Ave https://t.co/NQ6iHjctkr. https://t.co/LSgQnkgr9F
Closed,"16 Stratton St, Dorchester",2016-03-04 13:40:11,"Closed Rodent Sighting report at 16 Stratton St, Dorchester https://t.co/IAnWs3fvOW. Case closed. viocor: violation corrected."
Opened,"330 New Rutherford Ave, Charlestown https://t.co/gvdmHmaikT. Loose manhole cover.",2016-03-04 13:34:16,"Opened report via iphone at 330 New Rutherford Ave, Charlestown https://t.co/gvdmHmaikT. Loose manhole cover. https://t.co/AuUY4Ny8Zc"
Closed,"37 P St, South Boston",2016-03-04 13:30:23,"Closed Illegal Parking report at 37 P St, South Boston https://t.co/CrVri0Mx5m. Case closed. case noted. vehicles tagged."
Opened,702 Washington St https://t.co/aCi0syfgKo.,2016-03-04 13:28:30,Opened Traffic Signal report via iphone at 702 Washington St https://t.co/aCi0syfgKo. https://t.co/usJGfGwr4N
Opened,Intersection Of Stuart St &amp; Kneeland St https://t.co/3uWWvv4Vny.,2016-03-04 13:28:08,Opened Traffic Signal report via iphone at Intersection Of Stuart St &amp; Kneeland St https://t.co/3uWWvv4Vny. https://t.co/1GKI4RM0GH
Opened,"33 Hillcroft Rd, Jamaica Plain https://t.co/i0458OwDvz.",2016-03-04 13:24:42,"Opened Illegal Parking report via iphone at 33 Hillcroft Rd, Jamaica Plain https://t.co/i0458OwDvz. https://t.co/Pje6WEWqvK"
Opened,"72 I St, South Boston https://t.co/lvdjujgl5D. Litter in cutter.",2016-03-04 13:24:15,"Opened Litter report via android at 72 I St, South Boston https://t.co/lvdjujgl5D. Litter in cutter. https://t.co/v6drtCiNUH"
Opened,"11 Monsignor Dennis F O'callaghan Way, South Boston",2016-03-04 13:18:47,"Opened Illegal Parking report via android at 11 Monsignor Dennis F O'callaghan Way, South Boston https://t.co/gP2iyTZ3sL. No residential."
Closed,"755 Columbia Rd, Dorchester",2016-03-04 13:17:27,"Closed report at 755 Columbia Rd, Dorchester https://t.co/H1HRTfK3oX. Case closed. case noted. cleaned debris from in and around cb 2/27."
Opened,Chester Park https://t.co/NwgBvZPkYA.,2016-03-04 13:09:55,Opened Litter report via iphone at Chester Park https://t.co/NwgBvZPkYA. https://t.co/6aTQUQn9rA
Opened,"9 Mckone St, 1, Dorchester https://t.co/vrrU7jdyTt.",2016-03-04 13:09:28,"Opened Pothole report via iphone at 9 Mckone St, 1, Dorchester https://t.co/vrrU7jdyTt. https://t.co/qleEPk0AnQ"
Opened,"54 Woodlawn St, 1, Jamaica Plain https://t.co/OHgyj8IMBO.",2016-03-04 11:52:44,"Opened Illegal Parking report via iphone at 54 Woodlawn St, 1, Jamaica Plain https://t.co/OHgyj8IMBO. https://t.co/7Ww2RdJbsn"
Closed,390 420 Congress St,2016-03-04 11:45:56,Closed Illegal Parking report at 390 420 Congress St https://t.co/mQTXjfhdaj. Case closed. case resolved. hydrant clear.
Opened,111 Dartmouth St https://t.co/CXT6znNUke. Manhole cover cracked and loose.,2016-03-04 11:28:05,Opened Pothole report via iphone at 111 Dartmouth St https://t.co/CXT6znNUke. Manhole cover cracked and loose. https://t.co/7ghl3gITOz
Opened,390 420 Congress St,2016-03-04 10:14:07,Opened Illegal Parking report via iphone at 390 420 Congress St https://t.co/mQTXjfhdaj. Car parked close or in front of fire hydrant.
Opened,111 Dartmouth St https://t.co/CXT6zo5vbM. Manhole cover cracked and loose.,2016-03-04 06:09:15,Opened Pothole report via iphone at 111 Dartmouth St https://t.co/CXT6zo5vbM. Manhole cover cracked and loose. https://t.co/cLdaNl0G4l
Closed,27 Elgin St West Roxbury,2016-03-04 03:46:15,Closed Illegal Parking report at 27 Elgin St West Roxbury https://t.co/juHJ6C3Ucy. Case closed. case resolved. vehicle tagged.
Opened,"220 Alford St, Charlestown",2016-03-04 03:16:13,"Opened Dead Animal Pick-up report via android at 220 Alford St, Charlestown https://t.co/AUxYw7Q6oa. Dead opossum."
Opened,80 Newbury St https://t.co/2FZYNB9oO7.,2016-03-04 01:57:02,Opened Illegal Graffiti report via android at 80 Newbury St https://t.co/2FZYNB9oO7. https://t.co/D3fsCBzFaP
Closed,151 Commonwealth Avenue,2016-03-04 01:55:41,Closed Traffic Signal report at 151 Commonwealth Avenue https://t.co/Ys2Tye4ByB. Case closed. case resolved. replaced bad module.
Closed,"10 Hancock St, 1, Charlestown",2016-03-04 01:54:12,"Closed report at 10 Hancock St, 1, Charlestown https://t.co/xTOEfRJWiq. Case closed. case noted. cited barrels out after pick up."
Closed,"67 Winthrop St, Charlestown https://t.co/rXzIc9EAqW. Case closed. case noted. material serviced.",2016-03-04 01:53:54,"Closed report at 67 Winthrop St, Charlestown https://t.co/rXzIc9EAqW. Case closed. case noted. material serviced. https://t.co/5d61rldRBa"
Closed,"116 Hemenway St, Apt 1e",2016-03-04 01:53:39,"Closed Rodent Sighting report at 116 Hemenway St, Apt 1e https://t.co/kByUp4GcMG. Case closed. viocor: violation corrected."
Closed,"7 North Ave, Roxbury https://t.co/9iNLLUQIHf. Case closed. case resolved.",2016-03-04 01:53:00,"Closed Litter report at 7 North Ave, Roxbury https://t.co/9iNLLUQIHf. Case closed. case resolved. https://t.co/x1CkP2FAAY"
Closed,61 Elm St Charlestown,2016-03-04 01:52:49,Closed report at 61 Elm St Charlestown https://t.co/pBycE5Z5ng. Case closed. case noted. cited barrels out after pick up.
Closed,145 Oliver St,2016-03-04 01:52:19,Closed Illegal Parking report at 145 Oliver St https://t.co/nn8O7Ktei7. Case closed. case resolved. area checked cab stand clear.
Closed,5 Bakers Aly,2016-03-04 01:51:19,Closed Litter report at 5 Bakers Aly https://t.co/SXRRDgrJ8b. Case closed. case noted. ticket has been issued.
Closed,528 Huntington Ave https://t.co/T5iTMRAV7S. Case closed. case resolved. filled all set.,2016-03-04 01:51:15,Closed Pothole report at 528 Huntington Ave https://t.co/T5iTMRAV7S. Case closed. case resolved. filled all set. https://t.co/56dvi8ll45
Closed,"247 Walnut Ave, Apt 1, Roxbury",2016-03-04 01:50:54,"Closed Overflowing Trash Can report at 247 Walnut Ave, Apt 1, Roxbury https://t.co/6Iqrm2EZcM. Case closed. case noted. ticket was issued."
Closed,23 Ransom Rd Brighton,2016-03-04 01:50:51,Closed Illegal Parking report at 23 Ransom Rd Brighton https://t.co/6HOP1THaOJ. Case closed. case noted. cited illegal yard parking.
Closed,"91 Sumner St, Dorchester",2016-03-04 01:50:30,"Closed Litter report at 91 Sumner St, Dorchester https://t.co/3CfQ5DQMDj. Case closed. case noted. ticket was issued."
Closed,245 Summer St https://t.co/4iX3NUm3Bx. Case closed. case resolved. potholes filled.,2016-03-04 01:50:11,Closed Pothole report at 245 Summer St https://t.co/4iX3NUm3Bx. Case closed. case resolved. potholes filled. https://t.co/tnzSBOO6GM
Closed,"28 Mount Vernon St, Charlestown https://t.co/NHlRpSv75G. Case closed. case resolved. done.",2016-03-04 01:49:53,"Closed Pothole report at 28 Mount Vernon St, Charlestown https://t.co/NHlRpSv75G. Case closed. case resolved. done. https://t.co/eymJ4C1Ivp"
Closed,"40 L St, South Boston https://t.co/FnOnxpSBEl. Case closed. case resolved.",2016-03-04 01:49:45,"Closed Damaged Sign report at 40 L St, South Boston https://t.co/FnOnxpSBEl. Case closed. case resolved. https://t.co/NxscWcBReU"
Closed,"69 Gates St, South Boston https://t.co/LOXXZXsSP8. Case closed. case resolved.",2016-03-04 01:49:37,"Closed Damaged Sign report at 69 Gates St, South Boston https://t.co/LOXXZXsSP8. Case closed. case resolved. https://t.co/r05lY0fqSV"
Closed,117 Revere St https://t.co/wgUAGjQ4Vq. Case closed. case resolved.,2016-03-04 01:49:33,Closed report at 117 Revere St https://t.co/wgUAGjQ4Vq. Case closed. case resolved. https://t.co/VbxfhbhRIn
Closed,82 Jersey St https://t.co/XFvvYXnU90. Case closed. case resolved.,2016-03-04 01:49:26,Closed Damaged Sign report at 82 Jersey St https://t.co/XFvvYXnU90. Case closed. case resolved. https://t.co/Qo0TlJQkk0
Closed,"301  307 Border St, East Boston https://t.co/2V8TcSmGVI. Case closed. case resolved.",2016-03-04 01:49:03,"Closed Damaged Sign report at 301  307 Border St, East Boston https://t.co/2V8TcSmGVI. Case closed. case resolved. https://t.co/0EH8dbI9TV"
Opened,"26 Thomas Park, South Boston https://t.co/srYUJDF9am.",2016-03-04 01:48:59,"Opened Illegal Parking report via iphone at 26 Thomas Park, South Boston https://t.co/srYUJDF9am. https://t.co/dE8bkAJFle"
Closed,"59 Mather St, Dorchester",2016-03-04 01:48:55,"Closed Illegal Parking report at 59 Mather St, Dorchester https://t.co/f3qOPzCQJH. Case closed. case resolved."
Opened,"24 Thomas Park, 1, South Boston https://t.co/MYWtHcWjA7.",2016-03-04 01:48:42,"Opened Illegal Parking report via iphone at 24 Thomas Park, 1, South Boston https://t.co/MYWtHcWjA7. https://t.co/XTdOdc3sQL"
Closed,"62 64 Brooks St, Brighton https://t.co/78hMIx8VOG. Case closed. case resolved.",2016-03-04 01:48:34,"Closed Damaged Sign report at 62 64 Brooks St, Brighton https://t.co/78hMIx8VOG. Case closed. case resolved. https://t.co/CtF3UzvQi4"
Closed,"504 E Third St, South Boston",2016-03-04 01:48:25,"Closed Illegal Parking report at 504 E Third St, South Boston https://t.co/tzR9j2eYLV. Case closed. case noted. tagged one in violation."
Closed,60 Raymond St Allston,2016-03-04 01:48:22,Closed Damaged Sign report at 60 Raymond St Allston https://t.co/4L6JGaxiHO. Case closed. case resolved.
Closed,348 North St,2016-03-04 01:48:07,Closed Damaged Sign report at 348 North St https://t.co/2OuOixiP4Q. Case closed. case resolved.
Closed,111 Queensberry St https://t.co/49jchJ7eXA. Case closed. case resolved.,2016-03-04 01:48:04,Closed report at 111 Queensberry St https://t.co/49jchJ7eXA. Case closed. case resolved. https://t.co/FEFYR0dqdG
Closed,"90 Wareham St, 201, Roxbury",2016-03-04 01:47:53,"Closed report at 90 Wareham St, 201, Roxbury https://t.co/cB98Nx2ZdX. Case closed. case resolved."
